20260601 085700;30493.25;30495;30488.25;30492.75;521
20260601 085800;30493;30495.25;30491;30491.5;231
20260601 085900;30492.5;30495.25;30488.5;30495.25;335
20260601 090000;30495;30504;30493.25;30499.25;627
20260601 090100;30499.25;30507.75;30499;30507.25;961
20260601 090200;30507.25;30510;30504.75;30505.25;653
20260601 090300;30505.75;30510;30505.5;30508.75;740
20260601 090400;30508.75;30510.75;30506.5;30509.25;310
20260601 090500;30509.25;30512;30507.5;30511.75;375
20260601 090600;30512;30512.5;30506.25;30510.5;457
20260601 090700;30510.25;30510.75;30499.25;30499.25;708
20260601 090800;30499.75;30505.25;30498.75;30505.25;438
20260601 090900;30504.75;30505.75;30489;30493.75;772
20260601 091000;30493.25;30499.75;30492;30498.25;457
20260601 091100;30498.75;30502.75;30491.5;30498.75;840
20260601 091200;30498.25;30499.75;30495;30498.75;187
20260601 091300;30498.75;30498.75;30487;30488.25;458
20260601 091400;30488.25;30491.75;30482.25;30483;597
20260601 091500;30483.75;30485.75;30480.25;30483.75;427
20260601 091600;30483.75;30488.75;30482;30487.75;501
20260601 091700;30487.25;30489.25;30478.75;30485;630
20260601 091800;30485;30496.75;30485;30494.75;570
20260601 091900;30494.75;30495.5;30487;30492.25;410
20260601 092000;30492;30495.5;30491.25;30493.75;250
20260601 092100;30493;30494;30487.75;30489.25;226
20260601 092200;30489.5;30494.5;30487.25;30493.5;267
20260601 092300;30492.25;30493;30490.75;30491.75;159
20260601 092400;30491.75;30491.75;30482.25;30484.25;430
20260601 092500;30484.25;30488.5;30482.25;30485.25;305
20260601 092600;30484.5;30485.25;30474.75;30480.75;811
20260601 092700;30480.75;30484;30476.25;30479.5;342
20260601 092800;30480.25;30487.25;30476.5;30478.5;497
20260601 092900;30477.5;30478.5;30472;30477.25;571
20260601 093000;30477.5;30478.75;30469.25;30472.5;637
20260601 093100;30472.5;30477.5;30467.25;30472.25;636
20260601 093200;30472.25;30480;30468.25;30471.25;745
20260601 093300;30471;30474.25;30470;30471.5;218
20260601 093400;30471.5;30475.75;30471.25;30474.75;314
20260601 093500;30473.75;30476;30468;30474.5;633
20260601 093600;30474.25;30475;30469.25;30470;293
20260601 093700;30471.25;30471.25;30462.75;30465.5;659
20260601 093800;30465.75;30473.5;30464.5;30470;532
20260601 093900;30470.75;30475.75;30470.5;30474.25;475
20260601 094000;30475;30478.25;30468.75;30471.25;616
20260601 094100;30471.25;30473.75;30469.25;30470.25;269
20260601 094200;30470.25;30471.75;30466;30470;318
20260601 094300;30470.25;30474;30466;30471.25;370
20260601 094400;30471.5;30474.75;30466.25;30474.25;398
20260601 094500;30474.5;30475.75;30472;30473.25;506
20260601 094600;30472.75;30475;30471.75;30472.75;278
20260601 094700;30472.5;30473;30466.75;30468.25;337
20260601 094800;30468.25;30470.25;30463.25;30464;610
20260601 094900;30464.25;30468;30459.75;30462.75;566
20260601 095000;30461.75;30462.75;30456;30457;646
20260601 095100;30457.5;30461.25;30455.25;30458.25;534
20260601 095200;30458.5;30462.75;30453.75;30457.75;548
20260601 095300;30458;30460.25;30453.75;30460;324
20260601 095400;30459.75;30465.5;30458.5;30462.75;428
20260601 095500;30463;30464.5;30456.5;30460.25;311
20260601 095600;30461.75;30463.25;30457;30457.75;164
20260601 095700;30457.5;30459;30455.25;30457;263
20260601 095800;30457.25;30468.25;30457;30465.25;541
20260601 095900;30465.25;30465.5;30459.5;30460.75;318
20260601 100000;30461;30464.75;30461;30462.25;190
20260601 100100;30462.25;30470.75;30462;30469.25;647
20260601 100200;30468.5;30470;30464;30467.75;327
20260601 100300;30467.75;30469.5;30464.25;30465.25;322
20260601 100400;30465.5;30470.5;30464;30469.5;292
20260601 100500;30469.25;30472.25;30463;30464.25;392
20260601 100600;30464.25;30464.25;30459;30462.5;354
20260601 100700;30462.5;30462.75;30457.5;30457.5;384
20260601 100800;30457.75;30464.25;30454.25;30464.25;628
20260601 100900;30463.25;30467.5;30462.25;30465.75;500
20260601 101000;30465.5;30470.5;30464.5;30468.75;333
20260601 101100;30468.25;30475;30466;30474.25;497
20260601 101200;30474.25;30483;30473.75;30478.5;1053
20260601 101300;30478;30482.5;30476.5;30482.25;527
20260601 101400;30482.5;30484;30478.25;30480.25;448
20260601 101500;30480.5;30485;30479.75;30483.75;392
20260601 101600;30484;30489;30482.75;30487.75;439
20260601 101700;30487.5;30489;30482;30485.5;400
20260601 101800;30485;30488.5;30481.5;30484;361
20260601 101900;30483.5;30483.5;30478.75;30481.75;341
20260601 102000;30482;30483.5;30476;30480;477
20260601 102100;30480.5;30481;30475;30477.5;599
20260601 102200;30478.5;30482.25;30466;30467.5;873
20260601 102300;30468;30471.75;30466.75;30470.25;546
20260601 102400;30470.25;30475.75;30467.75;30475;515
20260601 102500;30475.5;30478.5;30473.25;30477;382
20260601 102600;30477.25;30482.75;30473.25;30473.75;476
20260601 102700;30473.5;30477.25;30473.5;30476.5;235
20260601 102800;30476.5;30481.5;30476.5;30480.5;303
20260601 102900;30480.5;30483;30479.25;30482.5;255
20260601 103000;30482.75;30489.25;30482.75;30486.75;911
20260601 103100;30486.5;30494.25;30486.5;30493;791
20260601 103200;30493;30501.5;30492.75;30499.5;993
20260601 103300;30499.25;30503.5;30496.75;30498.25;495
20260601 103400;30498.25;30499.75;30491.25;30493.75;496
20260601 103500;30492.75;30501.25;30490.75;30498.75;574
20260601 103600;30498;30502.75;30495;30495.25;452
20260601 103700;30495.25;30503;30493.75;30500.5;389
20260601 103800;30501;30502;30496.25;30498.5;260
20260601 103900;30498.5;30498.5;30495;30496.25;218
20260601 104000;30497;30502.25;30496.75;30497.25;470
20260601 104100;30497.25;30499.75;30493.5;30493.75;303
20260601 104200;30494;30502.75;30494;30501.75;422
20260601 104300;30501.75;30504.75;30500.5;30502.75;533
20260601 104400;30502.5;30502.5;30494.25;30497.75;353
20260601 104500;30498;30501.5;30497.25;30501.5;175
20260601 104600;30500.75;30502.5;30498.75;30502;277
20260601 104700;30501.5;30502.5;30492.75;30494.75;356
20260601 104800;30495.5;30499.5;30495;30499;235
20260601 104900;30498.75;30503.25;30497.75;30503.25;276
20260601 105000;30502.5;30504.5;30501.5;30503.75;434
20260601 105100;30504.25;30505;30501.25;30501.25;401
20260601 105200;30502;30503;30498.75;30499.25;292
20260601 105300;30499.75;30501.75;30496.5;30501.75;423
20260601 105400;30501.25;30501.75;30495.25;30497.5;292
20260601 105500;30497.5;30498;30493.25;30495;330
20260601 105600;30494.75;30495.75;30491;30494.25;508
20260601 105700;30493.75;30499;30492.25;30497.5;298
20260601 105800;30497.25;30499;30495;30495.25;141
20260601 105900;30495.5;30498.25;30493.25;30496.25;236
20260601 110000;30496;30498.5;30490.25;30494.25;435
20260601 110100;30493.75;30497.5;30478.25;30479;1657
20260601 110200;30478.5;30488.25;30476.5;30486.75;729
20260601 110300;30486.5;30492.75;30483.25;30489.25;485
20260601 110400;30490;30492.25;30474.75;30483.25;1026
20260601 110500;30483.25;30486.25;30471.75;30473;847
20260601 110600;30473.25;30480.75;30468;30480.75;907
20260601 110700;30481;30481.75;30472;30479.75;704
20260601 110800;30480;30481.75;30470;30470.75;667
20260601 110900;30471.25;30478.75;30470.5;30478.75;455
20260601 111000;30477.75;30480.75;30474.5;30479.5;430
20260601 111100;30479.25;30480;30469.75;30472.5;596
20260601 111200;30473.25;30473.75;30462;30462.25;982
20260601 111300;30462.5;30469.75;30462;30469.5;417
20260601 111400;30469;30469.5;30461.5;30463.75;473
20260601 111500;30464;30471.75;30463.25;30470.75;488
20260601 111600;30470.5;30471.75;30462;30462;564
20260601 111700;30462.5;30465.75;30459.25;30459.25;606
20260601 111800;30459.75;30465;30458.5;30460;463
